user_screen_name,user_description,text,clean_text,type,pollen_phenology,climate_change,belief,sentiment,causation,direction,science
WizardofHaase,🇺🇸#RESIST 🇺🇸 #TrumpSupportIsTreason #GUNCONTROLNOW! #NetNeutrality #IMPEACH Deplorables are blocked. I’m not interested in your stupidity.,@Kris_Sacrebleu Global warming is also producing Pollen From Hell.,Kris Sacrebleu Global warming is also producing Pollen From Hell,reply,,,,,,,
blueonblack2007,Ocean lover - engineer - difference maker-,"RT @insideclimate: ""Climate disruption causing a widespread loss of nectar and pollen is plausible as a significant factor in the alarming…",Climate disruption causing a widespread loss of nectar and pollen is plausible as a significant factor in the alarming,retweet,,,,,,,
UDResearch,"Explore the latest research news and events from @UDelaware. Follow us for science, tech, humanities and other cool stuff.",Growing concerns in changing climate: Study of plant pollen development in crops such as #corn draws $3.5 million @NSF grant for #UDel scientists and collaborators. https://t.co/rQJ1ckXMtg @udcanr @danforthcenter @Mizzou https://t.co/q4l0lpF2Zb,Growing concerns in changing climate Study of plant pollen development in crops such as corn draws million NSF grant for UDel scientists and collaborators Mizzou,organic,,,,,,,
Ted_Underwood,"Using machine learning to understand literary history at U of IL, Urbana-Champaign. Wrote Why Literary Periods Mattered. Information Sciences / English.","@bbenzon @quadrismegistus @goldstoneandrew ""Implicate,"" probably. Textual records probably even tell us something about the history of climate. But to understand the effect of climate on literature I'd still like to have ice cores and pollen records.",Implicate probably Textual records probably even tell us something about the history of climate But to understand the effect of climate on literature I'd still like to have ice cores and pollen records,reply,,,,,,,
riveramichael,Hongkonger🇭🇰 #Bioanthropology PhD @PAVECambridge👨🏻‍💻 Tweets @PhysAnth @CamBioAnth💀 #bioarchaeology / #prehistory / #diversity 🏳️‍🌈/ #scicomm / #coasts🏝,"RT @AmandaGHenry: Kolobova: update on Chagyrskaya: Skeletal material from five adults and two juvenile Neands. Pollen shows colder climate,…",AmandaGHenry Kolobova update on Chagyrskaya Skeletal material from five adults and two juvenile Neands Pollen shows colder climate,retweet,,,,,,,
Grumpster54,"Christian, conservative, USAF(73-79), NRA. I will never go one, because the Lord is my Shepherd. No need for ‘bread crumbs’ when God provides manna.","@KPShare Yep. Sometimes in winter you might catch a cold. In summer, you could get heat stroke if you aren’t careful. Spring pollen could trigger allergies. Not sure about Fall. Oh wait, those are seasons. The climate changes. It’s still called weather.",KPShare Yep Sometimes in winter you might catch a cold In summer you could get heat stroke if you aren t careful Spring pollen could trigger allergies Not sure about Fall Oh wait those are seasons The climate changes It s still called weather,reply,,,,,,,
itsmefullbleed,Skullgirls and Guilty Gear player. Rainbow Six Siege Lore expert. All around super fun white person. http://steamcommunity.com/id/fullbleed/,Fuck pollen I cant fucking ever breathe fuck summer fuck flowers fuck global warming where is fall SAVE ME PLEASE,Fuck pollen I cant fucking ever breathe fuck summer fuck flowers fuck global warming where is fall SAVE ME PLEASE,organic,,,,,,,
MrsH_sci,"Howard HS sci teacher @hcpss, formerly Jemicy School, M.Ed. UMD College Park. Interests: inquiry-based learning, differentiated education, ed tech.",Preview for #HoHSMarineSci tomorrow: searching for pollen in sediment samples to study climate change! From my awesome summer experience at @tuSTEMcenter! https://t.co/iXWm5UcFmn,Preview for HoHSMarineSci tomorrow searching for pollen in sediment samples to study climate change From my awesome summer experience at tuSTEMcenter,organic,,,,,,,
Resilient305,"A collaboration between @MiamiDadeCounty, @CityofMiami, @MiamiBeachNews and @100ResCities to respond to Greater Miami & The Beaches' challenges","Public health issues are exacerbated by climate challenges. For example, allergy season is now unpredictable, pollen season is longer, and allergies are stronger. Children now consume more medication at a younger age #publichealth #ClimateSummit2018 #Resilient305",Public health issues are exacerbated by climate challenges For example allergy season is now unpredictable pollen season is longer and allergies are stronger Children now consume more medication at a younger age publichealth ClimateSummit Resilient,organic,,,,,,,
BREAKERBOX,"Music Duo living 
#LifeInTheDIY 
Music • Art & Media Entrepenuers • Our Latest Single MISS YOU [Tribute 
to US Military Families]
[VIDEO] https://t.co/X5u8E8r6UF",Ok- lets do this @tnartisanhoney- ive been told 2 tbs per day helps you adjust to the climate and pollen count. Heres hopin! Picked this up today at @nashfarmmarket #Allergies #ImDying… https://t.co/mszMNfD9xZ,Ok lets do this ive been told tbs per day helps you adjust to the climate and pollen count Heres hopin Picked this up today at Allergies ImDying,organic,,,,,,,
EljAllan,https://tastebuds.fm/users/DerekAllan,"@Nordic_Climate @nordenen @jrockstrom @CoHedegaard @mbukows silky cotton fiber 

nectar and pollen

https://t.co/S1s7Vv1XOn

red silk cotton tree seeds bombax ceiba seeds

https://t.co/TP3qGQ77tP

silky cotton fiber 

nectar and pollen

https://t.co/S1s7Vv1XOn

nectar honey

silky cotton fiber 

nectar and pollen",Nordic Climate CoHedegaard silky cotton fiber nectar and pollen red silk cotton tree seeds bombax ceiba seeds silky cotton fiber nectar and pollen nectar honey silky cotton fiber nectar and pollen,reply,,,,,,,
SCS_Technician,"Farmer, Watershed, IT and GIS specialist. Retired from the agency formerly known as the Soil Conservation Service","@tacomasciba @billmckibben @AOC @sunrisemvmt They are interpolating and and extrapolating the wrong inputs. The truth is we really do not know for sure about what may happen. As a geologist, I can tell you we are in an interglacial period. Look it up. The history of ongoing climate change is in the rocks and pollen.",AOC They are interpolating and and extrapolating the wrong inputs The truth is we really do not know for sure about what may happen As a geologist I can tell you we are in an interglacial period Look it up The history of ongoing climate change is in the rocks and pollen,reply,,,,,,,
wsbtv,"Metro Atlanta's #1 source for breaking news, weather, and #SuperBowl coverage you can count on. http://instagram.com/wsbtv",RT @KarenMintonWSB: Temperatures are warming up and the pollen is increasing too.  Yesterday the pollen count was 1.  Today it is moderate…,KarenMintonWSB Temperatures are warming up and the pollen is increasing too Yesterday the pollen count was Today it is moderate,retweet,,,,,,,
DavidKarnes3,"Weekday Meteorologist, Channel 3 Eyewitness News TODAY. 4:30am-7:00am.","Extremely heavy levels of tree pollen today. Otherwise, warming nicely into the low 60s with increasing clouds.  ⁦@WRCB⁩  ⁦@WRCBweather⁩ https://t.co/n6cj80OqZh",Extremely heavy levels of tree pollen today Otherwise warming nicely into the low s with increasing clouds WRCB WRCBweather,organic,,,,,,,
DoctorWerner44,"Indiana farm kid scratching out a living on the desert
#USA #Trump #Veterans #Military #1A #2A #NoAmnesty #BlueLivesMatter #BuildTheWall #DrainTheSwamp
RTs=RTs","@PhilSmi60935838 @schradie @Marple82 Mother Nature puts dust, pollen, volcanic ash, carbon, methane in the air, has since before humans walked the Earth

Yes, real scientists DO use MOE to assess data accuracy, “Climate” scientists fudge data &amp;make up proxies so they likely know even less than you do

#ClimateScam",PhilSmi Marple Mother Nature puts dust pollen volcanic ash carbon methane in the air has since before humans walked the Earth Yes real scientists DO use MOE to assess data accuracy Climate scientists fudge data amp make up proxies so they likely know even less than you do ClimateScam,reply,,,,,,,
Remsendoc,Lecturer in Geography,"@thecrusadersBS @ChatByCC @realDonaldTrump Except that ice cores taken from continental ice sheets go back hundreds of thousands of years and contain trapped air, providing CO2 measurements, oxygen isotopes that are correlated to glacial and non-glacial conditions. Ocean sediments, and pollen data, also explain climate.",thecrusadersBS ChatByCC realDonaldTrump Except that ice cores taken from continental ice sheets go back hundreds of thousands of years and contain trapped air providing CO measurements oxygen isotopes that are correlated to glacial and non glacial conditions Ocean sediments and pollen data also explain climate,reply,,,,,,,
chris24turner,Beekeeper🐝. POLITICAL AGITATOR. Member of @britishbee and occasional Melissopalynologist #Corbyn #GTTO🌹#Palestine 🇵🇸 ONELOVE #MUFC🇾🇪,"It’s been a fabulous day for the #bees here in #Manchester today but for sure the climate is f¥cked when you’ve got trees in blossom this early 👀🐝

Check the video and zoom-in and you’ll see the bees coming back to the hive with pollen baskets loaded with pollen! https://t.co/8Ae2SEctmb",It s been a fabulous day for the bees here in Manchester today but for sure the climate is f cked when you ve got trees in blossom this early Check the video and zoom in and you ll see the bees coming back to the hive with pollen baskets loaded with pollen,organic,,,,,,,
jr_mchale,Retired Detective PAPD.  FBI JTTF -  NYPD Major Case Sqd. -  Detailed to SOF/CJSOTF Regional Task Force - Afg. Hunting HVTs & Cop Killers. Persistence Pays Off.,"@Chadwick_Moore @seanmdav The excessive pollen could be related to global warming and since Trump is against Global Warming narrative, MAGA is to blame.",Chadwick Moore The excessive pollen could be related to global warming and since Trump is against Global Warming narrative MAGA is to blame,reply,,,,,,,
FlareHabanero,Writer | Scanner | Streamer | 🔞 Professional Pervert 🔞 | SEGA Enthusiast | Loves Spicy Food | Angriest Man Alive | Why Are You Reading This,I think I'm getting sinus problems because the weather is slowly warming up. That means pollen will start coming and I'll be a mess.,I think I'm getting sinus problems because the weather is slowly warming up That means pollen will start coming and I'll be a mess,organic,,,,,,,
KtheWoman,where's rafi?,With climate change pollen counts are only going to raise and more and more people will become allergic 🤷🏼‍♀️ only saying this cause I used to be “genetically superior” and now I can’t fucking breathe outside,With climate change pollen counts are only going to raise and more and more people will become allergic only saying this cause I used to be genetically superior and now I can t fucking breathe outside,organic,,,,,,,
mhaas53802099,DEMOCRATS CAN KISS MY ASS... 🇺🇸🇺🇸🇺🇸🇺🇸. #1A #2A #TRUMP #MAGA #TRUMP2020 #PATRIOT #CONSERVATIVE💥#ALLIN. STEADY W MATT❤️,"@fakenewsnpcc @QTAnon1 Yes my neighbors tree has pollen all over it , my husband is suffering with sinuses , seriously very bad.. If we have to change Climate 😏, because people get asthma,  CAN I CUT THE TREE DOWN?     Liberal logic?",QTAnon Yes my neighbors tree has pollen all over it my husband is suffering with sinuses seriously very bad If we have to change Climate because people get asthma CAN I CUT THE TREE DOWN Liberal logic,reply,,,,,,,
